trial_nr	onset	event_type	phase	response	nr_frames	prob1	prob2	n1	n2	choice	onset_abs	duration
2.0	258.8759741340036	response	0	j							262.3313233930021	
2.0	258.8955917600033	stim	0		301						262.35094101900177	5.0108932579969405
21.0	263.90648501800024	stim	0		15	1.0	0.55	14.0	16.0		267.3618342769987	0.2500205160031328
21.0	264.1565055340034	stim	1		18	1.0	0.55	14.0	16.0		267.61185479300184	0.2999694719983381
21.0	264.4564750060017	stim	2		18	1.0	0.55	14.0	16.0		267.9118242650002	0.30004613399796654
21.0	264.7565211399997	stim	3		30	1.0	0.55	14.0	16.0		268.21187039899814	0.49983676800184185
21.0	265.2563579080015	stim	4		36	1.0	0.55	14.0	16.0		268.711707167	0.5999914190033451
21.0	265.85634932700486	stim	5		300	1.0	0.55	14.0	16.0		269.31169858600333	5.000287165996269
21.0	270.85663649300113	stim	6		18	1.0	0.55	14.0	16.0		274.3119857519996	0.29998359300225275
21.0	271.1566200860034	stim	7		18	1.0	0.55	14.0	16.0		274.61196934500185	0.29963318199588684
21.0	271.4562532679993	stim	8		36	1.0	0.55	14.0	16.0		274.91160252699774	0.6000495730040711
21.0	272.05630284100334	stim	9		17	1.0	0.55	14.0	16.0		275.5116521000018	0.2915615629972308
21.0	272.3422563569984	response	9	k		1.0	0.55	14.0	16.0		275.7976056159969	
21.0	272.3478644040006	choice	9		240					2.0	275.80321366299904	3.7084950740027125
22.0	276.0563594780033	stim	0		15	1.0	0.55	10.0	40.0		279.51170873700175	0.24987185600184603
22.0	276.30623133400513	stim	1		18	1.0	0.55	10.0	40.0		279.7615805930036	0.3002856419989257
22.0	276.60651697600406	stim	2		18	1.0	0.55	10.0	40.0		280.0618662350025	0.2998829790012678
22.0	276.9063999550053	stim	3		30	1.0	0.55	10.0	40.0		280.3617492140038	0.49979661399993347
22.0	277.40619656900526	stim	4		36	1.0	0.55	10.0	40.0		280.8615458280037	0.6005445139962831
22.0	278.00674108300154	stim	5		300	1.0	0.55	10.0	40.0		281.462090342	4.999344415999076
22.0	283.0060854990006	stim	6		18	1.0	0.55	10.0	40.0		286.4614347579991	0.3000587819988141
22.0	283.30614428099943	stim	7		18	1.0	0.55	10.0	40.0		286.7614935399979	0.3032390100051998
22.0	283.60938329100463	stim	8		21	1.0	0.55	10.0	40.0		287.0647325500031	0.4035025489938562
22.0	284.00560114999826	response	8	k		1.0	0.55	10.0	40.0		287.4609504089967	
22.0	284.0128858399985	choice	8		31					2.0	287.46823509899696	0.17607005900208605
22.0	284.1889558990006	stim	9		241	1.0	0.55	10.0	40.0		287.64430515799904	4.017034162003256
23.0	288.20599006100383	stim	0		15	1.0	0.55	10.0	14.0		291.6613393200023	0.25011341399658704
23.0	288.4561034750004	stim	1		18	1.0	0.55	10.0	14.0		291.9114527339989	0.3006798019996495
23.0	288.75678327700007	stim	2		18	1.0	0.55	10.0	14.0		292.21213253599853	0.2992088009996223
23.0	289.0559920779997	stim	3		30	1.0	0.55	10.0	14.0		292.51134133699816	0.5003810260022874
23.0	289.556373104002	stim	4		36	1.0	0.55	10.0	14.0		293.01172236300044	0.5996205010014819
23.0	290.15599360500346	stim	5		300	1.0	0.55	10.0	14.0		293.6113428640019	5.000259200001892
23.0	295.15625280500535	stim	6		18	1.0	0.55	10.0	14.0		298.6116020640038	0.29974072499317117
23.0	295.4559935299985	stim	7		18	1.0	0.55	10.0	14.0		298.911342788997	0.2997393000041484
23.0	295.75573283000267	stim	8		36	1.0	0.55	10.0	14.0		299.21108208900114	0.6002846299961675
23.0	296.35601745999884	stim	9		42	1.0	0.55	10.0	14.0		299.8113667189973	0.7057196580062737
23.0	297.0575474040015	response	9	k		1.0	0.55	10.0	14.0		300.512896663	
23.0	297.0617371180051	choice	9		240					2.0	300.5170863770036	3.294059097999707
24.0	300.3557962160048	stim	0		15	1.0	0.55	14.0	47.0		303.8111454750033	0.2504252039943822
24.0	300.6062214199992	stim	1		18	1.0	0.55	14.0	47.0		304.06157067899767	0.29965030799939996
24.0	300.9058717279986	stim	2		18	1.0	0.55	14.0	47.0		304.36122098699707	0.29990910200285725
24.0	301.20578083000146	stim	3		30	1.0	0.55	14.0	47.0		304.6611300889999	0.500264774003881
24.0	301.70604560400534	stim	4		36	1.0	0.55	14.0	47.0		305.1613948630038	0.5999254409980495
24.0	302.3059710450034	stim	5		300	1.0	0.55	14.0	47.0		305.76132030400186	5.000344114996551
24.0	307.30631515999994	stim	6		18	1.0	0.55	14.0	47.0		310.7616644189984	0.2994787700008601
24.0	307.6057939300008	stim	7		18	1.0	0.55	14.0	47.0		311.06114318899927	0.30836955300037516
24.0	307.9141634830012	stim	8		27	1.0	0.55	14.0	47.0		311.36951274199964	0.5747510689980118
24.0	308.4889145519992	stim	9		2	1.0	0.55	14.0	47.0		311.94426381099765	0.043167381001694594
24.0	308.5276291699993	response	9	k		1.0	0.55	14.0	47.0		311.98297842899774	
24.0	308.5320819330009	choice	9		241					2.0	311.98743119199935	3.973538003003341
25.0	312.5056199360042	stim	0		15	1.0	0.55	7.0	19.0		315.9609691950027	0.2500642279992462
25.0	312.75568416400347	stim	1		18	1.0	0.55	7.0	19.0		316.21103342300194	0.30063590799545636
25.0	313.0563200719989	stim	2		18	1.0	0.55	7.0	19.0		316.5116693309974	0.30348554700321984
25.0	313.35980561900215	stim	3		30	1.0	0.55	7.0	19.0		316.8151548780006	0.4956613260001177
25.0	313.85546694500226	stim	4		36	1.0	0.55	7.0	19.0		317.31081620400073	0.6001748720009346
25.0	314.4556418170032	stim	5		300	1.0	0.55	7.0	19.0		317.91099107600166	5.000623325999186
25.0	319.4562651430024	stim	6		18	1.0	0.55	7.0	19.0		322.91161440200085	0.29946759100130294
25.0	319.7557327340037	stim	7		18	1.0	0.55	7.0	19.0		323.21108199300215	0.3008059939966188
25.0	320.0565387280003	stim	8		36	1.0	0.55	7.0	19.0		323.5118879869988	0.5994478010034072
25.0	320.6559865290037	stim	9		48	1.0	0.55	7.0	19.0		324.1113357880022	0.8063921749999281
25.0	321.4579340420023	response	9	k		1.0	0.55	7.0	19.0		324.9132833010008	
25.0	321.46237870400364	choice	9		240					2.0	324.9177279630021	3.1934417969969218
26.0	324.65582050100056	stim	0		15	1.0	0.55	20.0	23.0		328.11116975999903	0.2500789719997556
26.0	324.9058994730003	stim	1		18	1.0	0.55	20.0	23.0		328.3612487319988	0.2997120840009302
26.0	325.20561155700125	stim	2		18	1.0	0.55	20.0	23.0		328.6609608159997	0.29992087600112427
26.0	325.5055324330024	stim	3		30	1.0	0.55	20.0	23.0		328.96088169200084	0.49982423199980985
26.0	326.0053566650022	stim	4		36	1.0	0.55	20.0	23.0		329.46070592400065	0.5996892650000518
26.0	326.60504593000223	stim	5		300	1.0	0.55	20.0	23.0		330.0603951890007	5.000641913000436
26.0	331.60568784300267	stim	6		18	1.0	0.55	20.0	23.0		335.06103710200114	0.2998883499967633
26.0	331.90557619299943	stim	7		18	1.0	0.55	20.0	23.0		335.3609254519979	0.29985278499952983
26.0	332.20542897799896	stim	8		36	1.0	0.55	20.0	23.0		335.66077823699743	0.6005403790040873
26.0	332.80596935700305	stim	9		17	1.0	0.55	20.0	23.0		336.2613186160015	0.2896285030001309
26.0	333.0909052740026	response	9	j		1.0	0.55	20.0	23.0		336.54625453300105	
26.0	333.0955978600032	choice	9		240					1.0	336.55094711900165	3.709576121000282
27.0	336.80517398100346	stim	0		15	1.0	0.55	7.0	16.0		340.26052324000193	0.2501505830005044
27.0	337.05532456400397	stim	1		18	1.0	0.55	7.0	16.0		340.51067382300243	0.30018257099436596
27.0	337.35550713499833	stim	2		18	1.0	0.55	7.0	16.0		340.8108563939968	0.299906597007066
27.0	337.6554137320054	stim	3		30	1.0	0.55	7.0	16.0		341.11076299100387	0.5001859909971245
27.0	338.1555997230025	stim	4		36	1.0	0.55	7.0	16.0		341.610948982001	0.6003167340022628
27.0	338.7559164570048	stim	5		300	1.0	0.55	7.0	16.0		342.21126571600325	4.999110147000465
27.0	343.75502660400525	stim	6		18	1.0	0.55	7.0	16.0		347.2103758630037	0.30055475399421994
27.0	344.0555813579995	stim	7		18	1.0	0.55	7.0	16.0		347.51093061699794	0.2996940290031489
27.0	344.3552753870026	stim	8		36	1.0	0.55	7.0	16.0		347.8106246460011	0.5997111710021272
27.0	344.95498655800475	stim	9		15	1.0	0.55	7.0	16.0		348.4103358170032	0.25631071899988456
27.0	345.20705563400406	response	9	k		1.0	0.55	7.0	16.0		348.66240489300253	
27.0	345.21129727700463	choice	9		240					2.0	348.6666465360031	3.744180072993913
28.0	348.95547734999855	stim	0		15	1.0	0.55	20.0	28.0		352.410826608997	0.2502401500023552
28.0	349.2057175000009	stim	1		18	1.0	0.55	20.0	28.0		352.66106675899937	0.299712357998942
28.0	349.50542985799984	stim	2		18	1.0	0.55	20.0	28.0		352.9607791169983	0.29982635600026697
28.0	349.8052562140001	stim	3		30	1.0	0.55	20.0	28.0		353.2606054729986	0.4996132550004404
28.0	350.30486946900055	stim	4		30	1.0	0.55	20.0	28.0		353.760218727999	0.5910936900036177
28.0	350.89596315900417	stim	5		300	1.0	0.55	20.0	28.0		354.35131241800264	4.999771620998217
28.0	355.8957347800024	stim	6		18	1.0	0.55	20.0	28.0		359.35108403900085	0.2999875199966482
28.0	356.19572229999903	stim	7		18	1.0	0.55	20.0	28.0		359.6510715589975	0.3075200200037216
28.0	356.50324232000276	stim	8		27	1.0	0.55	20.0	28.0		359.9585915790012	0.609252263995586
28.0	357.11249458399834	stim	9		29	1.0	0.55	20.0	28.0		360.5678438429968	0.4905892090027919
28.0	357.59838718300307	response	9	j		1.0	0.55	20.0	28.0		361.05373644200154	
28.0	357.60308379300113	choice	9		240					1.0	361.0584330519996	3.5017558190011187
29.0	361.10483961200225	stim	0		15	1.0	0.55	28.0	94.0		364.5601888710007	0.25027832899650093
29.0	361.35511794099875	stim	1		18	1.0	0.55	28.0	94.0		364.8104671999972	0.30043292100162944
29.0	361.6555508620004	stim	2		18	1.0	0.55	28.0	94.0		365.11090012099885	0.2999412810022477
29.0	361.95549214300263	stim	3		30	1.0	0.55	28.0	94.0		365.4108414020011	0.5003724790003616
29.0	362.455864622003	stim	4		29	1.0	0.55	28.0	94.0		365.91121388100146	0.5971187289978843
29.0	363.0529833510009	stim	5		300	1.0	0.55	28.0	94.0		366.50833260999934	4.99271280800167
29.0	368.04569615900255	stim	6		18	1.0	0.55	28.0	94.0		371.501045418001	0.2998018159996718
29.0	368.3454979750022	stim	7		18	1.0	0.55	28.0	94.0		371.8008472340007	0.3309760889969766
29.0	368.6764740639992	stim	8		13	1.0	0.55	28.0	94.0		372.13182332299766	0.5722038950043498
29.0	369.24867795900354	stim	9		19	1.0	0.55	28.0	94.0		372.704027218002	0.32057829899713397
29.0	369.5643071010054	response	9	k		1.0	0.55	28.0	94.0		373.01965636000386	
29.0	369.5692562580007	choice	9		241					2.0	373.02460551699915	3.6860491260013077
30.0	373.255305384002	stim	0		15	1.0	0.55	28.0	47.0		376.71065464300045	0.24977369300177088
30.0	373.50507907700376	stim	1		18	1.0	0.55	28.0	47.0		376.9604283360022	0.2995607619959628
30.0	373.8046398389997	stim	2		18	1.0	0.55	28.0	47.0		377.2599890979982	0.3002473880042089
30.0	374.1048872270039	stim	3		30	1.0	0.55	28.0	47.0		377.5602364860024	0.4999285929952748
30.0	374.6048158199992	stim	4		28	1.0	0.55	28.0	47.0		378.06016507899767	0.591326592999394
30.0	375.1961424129986	stim	5		300	1.0	0.55	28.0	47.0		378.65149167199706	4.999035211003502
30.0	380.1951776240021	stim	6		18	1.0	0.55	28.0	47.0		383.65052688300057	0.30021912200027145
30.0	380.49539674600237	stim	7		19	1.0	0.55	28.0	47.0		383.95074600500084	0.3163977049989626
30.0	380.81179445100133	stim	8		28	1.0	0.55	28.0	47.0		384.2671437099998	0.5932635459976154
30.0	381.40505799699895	stim	9		73	1.0	0.55	28.0	47.0		384.8604072559974	1.222855136002181
30.0	382.623458013004	response	9	k		1.0	0.55	28.0	47.0		386.07880727200245	
30.0	382.62791313300113	choice	9		240					2.0	386.0832623919996	2.7761390220039175
2.0	385.40405215500505	stim	0		300						388.8594014140035	5.000388267995731
31.0	390.4044404230008	stim	0		14	0.55	1.0	16.0	10.0		393.85978968199925	0.23332524500438012
31.0	390.63776566800516	stim	1		19	0.55	1.0	16.0	10.0		394.0931149270036	0.31679143099609064
31.0	390.95455709900125	stim	2		18	0.55	1.0	16.0	10.0		394.4099063579997	0.30026846100372495
31.0	391.254825560005	stim	3		30	0.55	1.0	16.0	10.0		394.71017481900344	0.4993934129961417
31.0	391.7542189730011	stim	4		36	0.55	1.0	16.0	10.0		395.2095682319996	0.6005901879980229
31.0	392.35480916099914	stim	5		300	0.55	1.0	16.0	10.0		395.8101584199976	5.000135642003443
31.0	397.3549448030026	stim	6		18	0.55	1.0	16.0	10.0		400.81029406200105	0.29972895499668084
31.0	397.65467375799926	stim	7		18	0.55	1.0	16.0	10.0		401.11002301699773	0.2999939470028039
31.0	397.95466770500207	stim	8		36	0.55	1.0	16.0	10.0		401.41001696400053	0.5999394539976493
31.0	398.5546071589997	stim	9		68	0.55	1.0	16.0	10.0		402.0099564179982	1.1385772909998195
31.0	399.6891658480017	response	9	k		0.55	1.0	16.0	10.0		403.1445151070002	
31.0	399.69318444999953	choice	9		240					2.0	403.148533708998	2.8612001389992656
32.0	402.5543845889988	stim	0		15	0.55	1.0	23.0	10.0		406.00973384799727	0.24957656000333373
32.0	402.80396114900213	stim	1		18	0.55	1.0	23.0	10.0		406.2593104080006	0.2999790719986777
32.0	403.1039402210008	stim	2		18	0.55	1.0	23.0	10.0		406.5592894799993	0.30083860600279877
32.0	403.4047788270036	stim	3		30	0.55	1.0	23.0	10.0		406.8601280860021	0.5006431759975385
32.0	403.90542200300115	stim	4		36	0.55	1.0	23.0	10.0		407.3607712619996	0.5984759700004361
32.0	404.5038979730016	stim	5		300	0.55	1.0	23.0	10.0		407.95924723200005	5.000348806002876
32.0	409.50424677900446	stim	6		18	0.55	1.0	23.0	10.0		412.9595960380029	0.3000979919961537
32.0	409.8043447710006	stim	7		18	0.55	1.0	23.0	10.0		413.2596940299991	0.2997477210010402
32.0	410.10409249200166	stim	8		36	0.55	1.0	23.0	10.0		413.5594417510001	0.6001650079997489
32.0	410.7042575000014	stim	9		72	0.55	1.0	23.0	10.0		414.15960675899987	1.2065469399967697
32.0	411.90625258000364	response	9	j		0.55	1.0	23.0	10.0		415.3616018390021	
32.0	411.9108044399982	choice	9		240					1.0	415.36615369899664	2.793649003004248
33.0	414.7044534430024	stim	0		15	0.55	1.0	47.0	28.0		418.1598027020009	0.24967889999970794
33.0	414.95413234300213	stim	1		18	0.55	1.0	47.0	28.0		418.4094816020006	0.300144654000178
33.0	415.2542769970023	stim	2		18	0.55	1.0	47.0	28.0		418.7096262560008	0.29969767399597913
33.0	415.5539746709983	stim	3		30	0.55	1.0	47.0	28.0		419.00932392999675	0.5081795180012705
33.0	416.06215418899956	stim	4		28	0.55	1.0	47.0	28.0		419.517503447998	0.5918553350056754
33.0	416.65400952400523	stim	5		300	0.55	1.0	47.0	28.0		420.1093587830037	5.000602033993346
33.0	421.6546115579986	stim	6		18	0.55	1.0	47.0	28.0		425.10996081699705	0.29984901700663613
33.0	421.9544605750052	stim	7		18	0.55	1.0	47.0	28.0		425.4098098340037	0.30109748099494027
33.0	422.25555805600015	stim	8		29	0.55	1.0	47.0	28.0		425.7109073149986	0.5927831220033113
33.0	422.84834117800347	stim	9		34	0.55	1.0	47.0	28.0		426.30369043700193	0.5704910009953892
33.0	423.4135896700027	response	9	k		0.55	1.0	47.0	28.0		426.86893892900116	
33.0	423.41883217899885	choice	9		240					2.0	426.8741814379973	3.425757759003318
34.0	426.8445899380022	stim	0		15	0.55	1.0	11.0	10.0		430.29993919700064	0.250220788999286
34.0	427.09481072700146	stim	1		18	0.55	1.0	11.0	10.0		430.5501599859999	0.2998233260004781
34.0	427.39463405300194	stim	2		18	0.55	1.0	11.0	10.0		430.8499833120004	0.2998968350002542
34.0	427.6945308880022	stim	3		30	0.55	1.0	11.0	10.0		431.14988014700066	0.49989840499620186
34.0	428.1944292929984	stim	4		36	0.55	1.0	11.0	10.0		431.64977855199686	0.6004503710064455
34.0	428.79487966400484	stim	5		300	0.55	1.0	11.0	10.0		432.2502289230033	5.008801326999674
34.0	433.8036809910045	stim	6		18	0.55	1.0	11.0	10.0		437.259030250003	0.2999850769992918
34.0	434.1036660680038	stim	7		18	0.55	1.0	11.0	10.0		437.55901532700227	0.3003845959974569
34.0	434.40405066400126	stim	8		36	0.55	1.0	11.0	10.0		437.8593999229997	0.6000775420034188
34.0	435.0041282060047	stim	9		36	0.55	1.0	11.0	10.0		438.45947746500315	0.6067692659999011
34.0	435.606439838004	response	9	k		0.55	1.0	11.0	10.0		439.0617890970025	
34.0	435.6108974720046	choice	9		240					2.0	439.06624673100305	3.3930644349966315
35.0	439.0039619070012	stim	0		15	0.55	1.0	40.0	10.0		442.4593111659997	0.24957616000028793
35.0	439.2535380670015	stim	1		18	0.55	1.0	40.0	10.0		442.70888732599997	0.30054397800267907
35.0	439.5540820450042	stim	2		18	0.55	1.0	40.0	10.0		443.00943130400265	0.30015117099537747
35.0	439.85423321599956	stim	3		30	0.55	1.0	40.0	10.0		443.309582474998	0.5063359550040332
35.0	440.3605691710036	stim	4		31	0.55	1.0	40.0	10.0		443.81591843000206	0.5760584769959678
35.0	440.93662764799956	stim	5		301	0.55	1.0	40.0	10.0		444.391976906998	5.016575497000304
35.0	445.95320314499986	stim	6		18	0.55	1.0	40.0	10.0		449.4085524039983	0.30040924299828475
35.0	446.25361238799815	stim	7		18	0.55	1.0	40.0	10.0		449.7089616469966	0.29969143900234485
35.0	446.5533038270005	stim	8		36	0.55	1.0	40.0	10.0		450.00865308599896	0.6003301119999378
35.0	447.15363393900043	stim	9		23	0.55	1.0	40.0	10.0		450.6089831979989	0.3900311710021924
35.0	447.53888858199934	response	9	j		0.55	1.0	40.0	10.0		450.9942378409978	
35.0	447.5436651100026	choice	9		240					1.0	450.9990143690011	3.610373260002234
36.0	451.15403837000486	stim	0		15	0.55	1.0	40.0	20.0		454.6093876290033	0.24942470499809133
36.0	451.40346307500295	stim	1		18	0.55	1.0	40.0	20.0		454.8588123340014	0.3006266369993682
36.0	451.7040897120023	stim	2		18	0.55	1.0	40.0	20.0		455.1594389710008	0.299198767002963
36.0	452.0032884790053	stim	3		30	0.55	1.0	40.0	20.0		455.45863773800374	0.5073665019954205
36.0	452.5106549810007	stim	4		31	0.55	1.0	40.0	20.0		455.96600423999917	0.593246688004001
36.0	453.1039016690047	stim	5		300	0.55	1.0	40.0	20.0		456.55925092800317	4.999948081000184
36.0	458.1038497500049	stim	6		18	0.55	1.0	40.0	20.0		461.55919900900335	0.29991378199338214
36.0	458.40376353199827	stim	7		18	0.55	1.0	40.0	20.0		461.85911279099673	0.2992742950009415
36.0	458.7030378269992	stim	8		36	0.55	1.0	40.0	20.0		462.1583870859977	0.5999886640056502
36.0	459.30302649100486	stim	9		38	0.55	1.0	40.0	20.0		462.7583757500033	0.6403800919943023
36.0	459.93902371400327	response	9	k		0.55	1.0	40.0	20.0		463.39437297300174	
36.0	459.94340658299916	choice	9		240					2.0	463.3987558419976	3.360473937005736
37.0	463.3038805200049	stim	0		15	0.55	1.0	19.0	7.0		466.75922977900336	0.24920226099493448
37.0	463.55308278099983	stim	1		18	0.55	1.0	19.0	7.0		467.0084320399983	0.3005681180002284
37.0	463.85365089900006	stim	2		18	0.55	1.0	19.0	7.0		467.3090001579985	0.2997859220049577
37.0	464.153436821005	stim	3		30	0.55	1.0	19.0	7.0		467.6087860800035	0.4996014149946859
37.0	464.6530382359997	stim	4		36	0.55	1.0	19.0	7.0		468.10838749499817	0.6004712040012237
37.0	465.2535094400009	stim	5		300	0.55	1.0	19.0	7.0		468.7088586989994	4.999277192000591
37.0	470.2527866320015	stim	6		18	0.55	1.0	19.0	7.0		473.708135891	0.3000530369972694
37.0	470.5528396689988	stim	7		18	0.55	1.0	19.0	7.0		474.00818892799725	0.299996543006273
37.0	470.85283621200506	stim	8		36	0.55	1.0	19.0	7.0		474.3081854710035	0.599748073000228
37.0	471.4525842850053	stim	9		17	0.55	1.0	19.0	7.0		474.90793354400375	0.2889412509975955
37.0	471.7226246670034	response	9	j		0.55	1.0	19.0	7.0		475.17797392600187	
37.0	471.7415255360029	choice	9		240					1.0	475.19687479500135	3.711666998999135
38.0	475.453192535002	stim	0		15	0.55	1.0	112.0	28.0		478.9085417940005	0.24989750600070693
38.0	475.7030900410027	stim	1		18	0.55	1.0	112.0	28.0		479.1584393000012	0.2994130340011907
38.0	476.0025030750039	stim	2		18	0.55	1.0	112.0	28.0		479.4578523340024	0.3006818919966463
38.0	476.30318496700056	stim	3		30	0.55	1.0	112.0	28.0		479.75853422599903	0.5359639040034381
38.0	476.839148871004	stim	4		12	0.55	1.0	112.0	28.0		480.29449813000247	0.5915576019979198
38.0	477.4307064730019	stim	5		297	0.55	1.0	112.0	28.0		480.8860557320004	4.963078417000361
38.0	482.3937848900023	stim	6		18	0.55	1.0	112.0	28.0		485.84913414900075	0.3003858960000798
38.0	482.69417078600236	stim	7		19	0.55	1.0	112.0	28.0		486.1495200450008	0.3112162589968648
38.0	483.0053870449992	stim	8		29	0.55	1.0	112.0	28.0		486.4607363039977	0.6054109250035253
38.0	483.61079797000275	stim	9		57	0.55	1.0	112.0	28.0		487.0661472290012	0.9572956769989105
38.0	484.56308394900407	response	9	j		0.55	1.0	112.0	28.0		488.01843320800253	
38.0	484.56809364700166	choice	9		240					1.0	488.0234429060001	3.042358812002931
39.0	487.6104524590046	stim	0		14	0.55	1.0	16.0	7.0		491.06580171800306	0.23313378299644683
39.0	487.84358624200104	stim	1		18	0.55	1.0	16.0	7.0		491.2989355009995	0.29985548100376036
39.0	488.1434417230048	stim	2		18	0.55	1.0	16.0	7.0		491.59879098200327	0.3003772140000365
39.0	488.44381893700483	stim	3		30	0.55	1.0	16.0	7.0		491.8991681960033	0.5024751679957262
39.0	488.94629410500056	stim	4		32	0.55	1.0	16.0	7.0		492.401643363999	0.597304355003871
39.0	489.54359846000443	stim	5		301	0.55	1.0	16.0	7.0		492.9989477190029	5.009266424996895
39.0	494.5528648850013	stim	6		18	0.55	1.0	16.0	7.0		498.0082141439998	0.29967632300395053
39.0	494.8525412080053	stim	7		18	0.55	1.0	16.0	7.0		498.30789046700374	0.30022071399434935
39.0	495.1527619219996	stim	8		36	0.55	1.0	16.0	7.0		498.6081111809981	0.6001926910030306
39.0	495.75295461300266	stim	9		1	0.55	1.0	16.0	7.0		499.2083038720011	0.024082518997602165
39.0	495.7722645920003	response	9	j		0.55	1.0	16.0	7.0		499.22761385099875	
39.0	495.77703713200026	choice	9		240					1.0	499.2323863909987	3.976047465002921
40.0	499.7530845970032	stim	0		15	0.55	1.0	28.0	14.0		503.20843385600165	0.24956836799537996
40.0	500.00265296499856	stim	1		18	0.55	1.0	28.0	14.0		503.458002223997	0.3005435680024675
40.0	500.303196533001	stim	2		18	0.55	1.0	28.0	14.0		503.7585457919995	0.29946586200094316
40.0	500.60266239500197	stim	3		30	0.55	1.0	28.0	14.0		504.05801165400044	0.5013724890013691
40.0	501.10403488400334	stim	4		27	0.55	1.0	28.0	14.0		504.5593841430018	0.593785739998566
40.0	501.6978206240019	stim	5		301	0.55	1.0	28.0	14.0		505.1531698830004	5.004446687999007
40.0	503.21288481000374	response	5	k		0.55	1.0	28.0	14.0		506.6682340690022	
40.0	506.7022673120009	stim	6		18	0.55	1.0	28.0	14.0		510.1576165709994	0.3004410490029841
40.0	507.0027083610039	stim	7		18	0.55	1.0	28.0	14.0		510.45805762000236	0.29952446799870813
40.0	507.3022328290026	stim	8		36	0.55	1.0	28.0	14.0		510.7575820880011	0.600123326999892
40.0	507.9023561560025	stim	9		11	0.55	1.0	28.0	14.0		511.35770541500096	0.18971375699766213
40.0	508.0877302420049	response	9	k		0.55	1.0	28.0	14.0		511.5430795010034	
40.0	508.09206991300016	choice	9		240					2.0	511.5474191719986	3.8105950290046167
3.0	511.9026649420048	stim	0		403						515.3580142010032	6.7161639139958424
3.0	518.6046080060041	response	0	j							522.0599572650026	
